ICD,Flag,ICDString,CCSCode,CCSString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString
522,9,Diseases of pulp and periapical tissues,136,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw
523,9,Gingival and periodontal diseases,136,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw
524,9,"Dentofacial anomalies, including malocclusion",136,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw
525,9,Other diseases and conditions of the teeth and supporting structures,136,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw
526,9,Diseases of the jaws,136,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw,9,Diseases of the digestive system,9.2,Disorders of teeth and jaw
527,9,Diseases of the salivary glands,137,Diseases of mouth; excluding dental,9,Diseases of the digestive system,9.3,Diseases of mouth; excluding dental,9,Diseases of the digestive system,9.3,Diseases of mouth; excluding dental,9,Diseases of the digestive system,9.3,Diseases of mouth; excluding dental
528,9,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",137,Diseases of mouth; excluding dental,9,Diseases of the digestive system,9.3,Diseases of mouth; excluding dental,9,Diseases of the digestive system,9.3,Diseases of mouth; excluding dental,9,Diseases of the digestive system,9.3,Diseases of mouth; excluding dental
529,9,Diseases and other conditions of the tongue,137,Diseases of mouth; excluding dental,9,Diseases of the digestive system,9.3,Diseases of mouth; excluding dental,9,Diseases of the digestive system,9.3,Diseases of mouth; excluding dental,9,Diseases of the digestive system,9.3,Diseases of mouth; excluding dental
530,9,Diseases of esophagus,138,Esophageal disorders,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders
531,9,Gastric ulcer,153,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage
532,9,Duodenal ulcer,153,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage
533,9,"Peptic ulcer, site unspecified",153,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage
534,9,Gastrojejunal ulcer,153,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage
535,9,Gastritis and duodenitis,140,Gastritis and duodenitis,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders
536,9,Disorders of function of stomach,141,Other disorders of stomach and duodenum,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders
537,9,Other disorders of stomach and duodenum,141,Other disorders of stomach and duodenum,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders,9,Diseases of the digestive system,9.4,Upper gastrointestinal disorders
538,9,Gastrointestinal mucositis (ulcerative),155,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders
540,9,Acute appendicitis,142,Appendicitis and other appendiceal conditions,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
541,9,Appendicitis unqualified,142,Appendicitis and other appendiceal conditions,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
542,9,Other appendicitis,142,Appendicitis and other appendiceal conditions,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
543,9,Other diseases of appendix,142,Appendicitis and other appendiceal conditions,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
550,9,Inguinal hernia,143,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia
551,9,"Other hernia of abdominal cavity, with gangrene",143,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia
552,9,"Other hernia of abdominal cavity, with obstruction, but without mention of gangrene",143,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia
553,9,Other hernia of abdominal cavity without mention of obstruction or gangrene,143,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia,9,Diseases of the digestive system,9.5,Abdominal hernia
555,9,Regional enteritis,144,Regional enteritis and ulcerative colitis,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
556,9,Ulcerative colitis,144,Regional enteritis and ulcerative colitis,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
557,9,Vascular insufficiency of intestine,114,Peripheral and visceral atherosclerosis,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries
558,9,Other and unspecified noninfectious gastroenteritis and colitis,154,Noninfectious gastroenteritis,9,Diseases of the digestive system,9.11,Noninfectious gastroenteritis,9,Diseases of the digestive system,9.11,Noninfectious gastroenteritis,9,Diseases of the digestive system,9.11,Noninfectious gastroenteritis
560,9,Intestinal obstruction without mention of hernia,145,Intestinal obstruction without hernia,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
562,9,Diverticula of intestine,146,Diverticulosis and diverticulitis,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
564,9,"Functional digestive disorders, not elsewhere classified",155,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders
565,9,Anal fissure and fistula,147,Anal and rectal conditions,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
566,9,Abscess of anal and rectal regions,147,Anal and rectal conditions,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
567,9,Peritonitis and retroperitoneal infections,148,Peritonitis and intestinal abscess,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
568,9,Other disorders of peritoneum,155,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders
569,9,Other disorders of intestine,147,Anal and rectal conditions,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders,9,Diseases of the digestive system,9.6,Lower gastrointestinal disorders
570,9,Acute and subacute necrosis of liver,151,Other liver diseases,9,Diseases of the digestive system,9.8,Liver disease,9,Diseases of the digestive system,9.8,Liver disease,9,Diseases of the digestive system,9.8,Liver disease
571,9,Chronic liver disease and cirrhosis,660,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders
572,9,Liver abscess and sequelae of chronic liver disease,151,Other liver diseases,9,Diseases of the digestive system,9.8,Liver disease,9,Diseases of the digestive system,9.8,Liver disease,9,Diseases of the digestive system,9.8,Liver disease
573,9,Other disorders of liver,151,Other liver diseases,9,Diseases of the digestive system,9.8,Liver disease,9,Diseases of the digestive system,9.8,Liver disease,9,Diseases of the digestive system,9.8,Liver disease
574,9,Cholelithiasis,149,Biliary tract disease,9,Diseases of the digestive system,9.7,Biliary tract disease,9,Diseases of the digestive system,9.7,Biliary tract disease,9,Diseases of the digestive system,9.7,Biliary tract disease
575,9,Other disorders of gallbladder,149,Biliary tract disease,9,Diseases of the digestive system,9.7,Biliary tract disease,9,Diseases of the digestive system,9.7,Biliary tract disease,9,Diseases of the digestive system,9.7,Biliary tract disease
576,9,Other disorders of biliary tract,149,Biliary tract disease,9,Diseases of the digestive system,9.7,Biliary tract disease,9,Diseases of the digestive system,9.7,Biliary tract disease,9,Diseases of the digestive system,9.7,Biliary tract disease
577,9,Diseases of pancreas,152,Pancreatic disorders (not diabetes),9,Diseases of the digestive system,9.9,Pancreatic disorders (not diabetes),9,Diseases of the digestive system,9.9,Pancreatic disorders (not diabetes),9,Diseases of the digestive system,9.9,Pancreatic disorders (not diabetes)
578,9,Gastrointestinal hemorrhage,153,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage,9,Diseases of the digestive system,9.10,Gastrointestinal hemorrhage
579,9,Intestinal malabsorption,155,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders,9,Diseases of the digestive system,9.12,Other gastrointestinal disorders
580,9,Acute glomerulonephritis,156,Nephritis; nephrosis; renal sclerosis,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
581,9,Nephrotic syndrome,156,Nephritis; nephrosis; renal sclerosis,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
582,9,Chronic glomerulonephritis,156,Nephritis; nephrosis; renal sclerosis,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
583,9,"Nephritis and nephropathy, not specified as acute or chronic",156,Nephritis; nephrosis; renal sclerosis,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
584,9,Acute renal failure,157,Acute and unspecified renal failure,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
585,9,Chronic kidney disease (CKD),158,Chronic kidney disease,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
586,9,Renal failure unspecified,157,Acute and unspecified renal failure,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
587,9,Renal sclerosis unspecified,156,Nephritis; nephrosis; renal sclerosis,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
588,9,Disorders resulting from impaired renal function,161,Other diseases of kidney and ureters,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
589,9,Small kidney of unknown cause,161,Other diseases of kidney and ureters,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
590,9,Infections of kidney,159,Urinary tract infections,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
591,9,Hydronephrosis,161,Other diseases of kidney and ureters,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
592,9,Calculus of kidney and ureter,160,Calculus of urinary tract,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
593,9,Other disorders of kidney and ureter,161,Other diseases of kidney and ureters,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
594,9,Calculus of lower urinary tract,160,Calculus of urinary tract,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
595,9,Cystitis,159,Urinary tract infections,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
596,9,Other disorders of bladder,162,Other diseases of bladder and urethra,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
597,9,"Urethritis, not sexually transmitted, and urethral syndrome",159,Urinary tract infections,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
598,9,Urethral stricture,159,Urinary tract infections,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
599,9,Other disorders of urethra and urinary tract,159,Urinary tract infections,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system,10,Diseases of the genitourinary system,10.1,Diseases of the urinary system
600,9,Hyperplasia of prostate,164,Hyperplasia of prostate,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs
601,9,Inflammatory diseases of prostate,165,Inflammatory conditions of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs
602,9,Other disorders of prostate,166,Other male genital disorders,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs
603,9,Hydrocele,166,Other male genital disorders,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs
604,9,Orchitis and epididymitis,165,Inflammatory conditions of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs
605,9,Redundant prepuce and phimosis,166,Other male genital disorders,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs
606,9,"Infertility, male",166,Other male genital disorders,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs
607,9,Disorders of penis,166,Other male genital disorders,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs
608,9,Other disorders of male genital organs,165,Inflammatory conditions of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs,10,Diseases of the genitourinary system,10.2,Diseases of male genital organs
610,9,Benign mammary dysplasias,167,Nonmalignant breast conditions,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
611,9,Other disorders of breast,167,Nonmalignant breast conditions,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
612,9,Deformity and disproportion of reconstructed breast,167,Nonmalignant breast conditions,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
614,9,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue, and peritoneum",168,Inflammatory diseases of female pelvic organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
615,9,"Inflammatory diseases of uterus, except cervix",168,Inflammatory diseases of female pelvic organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
616,9,"Inflammatory disease of cervix, vagina, and vulva",168,Inflammatory diseases of female pelvic organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
617,9,Endometriosis,169,Endometriosis,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
618,9,Genital prolapse,170,Prolapse of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
619,9,Fistula involving female genital tract,175,Other female genital disorders,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
620,9,"Noninflammatory disorders of ovary, fallopian tube, and broad ligament",172,Ovarian cyst,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
621,9,"Disorders of uterus, not elsewhere classified",175,Other female genital disorders,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
622,9,Noninflammatory disorders of cervix,175,Other female genital disorders,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
623,9,Noninflammatory disorders of vagina,175,Other female genital disorders,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
624,9,Noninflammatory disorders of vulva and perineum,175,Other female genital disorders,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
625,9,Pain and other symptoms associated with female genital organs,175,Other female genital disorders,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
626,9,Disorders of menstruation and other abnormal bleeding from female genital tract,171,Menstrual disorders,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
627,9,Menopausal and postmenopausal disorders,173,Menopausal disorders,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
628,9,"Infertility, female",174,Female infertility,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
629,9,Other disorders of female genital organs,175,Other female genital disorders,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs,10,Diseases of the genitourinary system,10.3,Diseases of female genital organs
630,9,Hydatidiform mole,181,Other complications of pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
631,9,Other abnormal product of conception,181,Other complications of pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
632,9,Missed abortion,181,Other complications of pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
633,9,Ectopic pregnancy,180,Ectopic pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
634,9,Spontaneous abortion,177,Spontaneous abortion,11,Complications of pregnancy; childbirth; and the puerperium,11.2,Abortion-related disorders,11,Complications of pregnancy; childbirth; and the puerperium,11.2,Abortion-related disorders,11,Complications of pregnancy; childbirth; and the puerperium,11.2,Abortion-related disorders
639,9,Complications following abortion or ectopic and molar pregnancies,179,Postabortion complications,11,Complications of pregnancy; childbirth; and the puerperium,11.2,Abortion-related disorders,11,Complications of pregnancy; childbirth; and the puerperium,11.2,Abortion-related disorders,11,Complications of pregnancy; childbirth; and the puerperium,11.2,Abortion-related disorders
640,9,Hemorrhage in early pregnancy,182,Hemorrhage during pregnancy; abruptio placenta; placenta previa,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
641,9,"Antepartum hemorrhage, abruptio placentae, and placenta previa",182,Hemorrhage during pregnancy; abruptio placenta; placenta previa,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
642,9,"Hypertension complicating pregnancy, childbirth, and the puerperium",183,Hypertension complicating pregnancy; childbirth and the puerperium,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
643,9,Excessive vomiting in pregnancy,181,Other complications of pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
644,9,Early or threatened labor,184,Early or threatened labor,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
645,9,Late pregnancy,185,Prolonged pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
646,9,"Other complications of pregnancy, not elsewhere classified",181,Other complications of pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy,11,Complications of pregnancy; childbirth; and the puerperium,11.3,Complications mainly related to pregnancy
